"Work Item ID","Title","Description","Type","Status","Priority","Assignee","Reporter","Due Date","Estimate","Labels","Sprint","Epic","Project","Attachments","Comments","Parent ID","Dependencies","Created At","Updated At","Skills Required"
"US-053","Use a two-panel interface to build and review trade offers","As a Human Player, I want a clear, two-panel trading interface that displays my items and the opponent's items side-by-side so that I can easily construct, review, and understand trade offers to make strategic decisions effectively.","Story","Backlog","Critical","dev_ui@project.com","pm@project.com","",31.3,"ui,trading,ux","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-040,US-041,US-042","","",
"TASK-027-001","Design and Implement Trade UI Shell","Create the modal UI for trading. It must have two main panels ('Your Offer', 'Their Offer'), sections to display each player's available assets, and a footer for action buttons ('Propose Trade', 'Cancel').","Task","Backlog","High","dev_ui@project.com","pm@project.com","",12.7,"ui,trading","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-053","TASK-029-001","","","Unity,C#"
"TASK-027-002","Implement Asset Selection and Offer Panel Logic","Develop the logic for the trade UI. Clicking an asset in a player's inventory list should move it to the corresponding offer panel. Clicking an asset in an offer panel should return it to the inventory. The UI must update in real-time.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,trading,interaction","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-053","TASK-027-001","","","Unity,C#"
"TASK-027-003","Define and Implement Trade Offer Data Model","Create a `TradeOffer` class that can store the state of a pending trade. It should contain lists of properties, cash amounts, and GOJF cards for both the proposing player and the target player.","Task","Backlog","High","dev_core@project.com","pm@project.com","",4,"datamodel,trading","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-053","TASK-009-001","","","C#"
"TASK-027-004","Implement Player-Initiated Trade Flow","Wire up the 'Propose Trade' button. When clicked, it should package the current state of the UI panels into a `TradeOffer` object and send it to the AI's decision-making service for evaluation.","Task","Backlog","High","dev_core@project.com","pm@project.com","",6.3,"trading,core-loop","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-040","TASK-027-002,TASK-027-003,TASK-018-001","","","C#"
"TASK-018-001","Implement Behavior Tree Framework","Integrate a Behavior Tree library or create a simple, custom framework. This includes defining the core node types (Sequence, Selector, Action, Condition) and an executor that can tick the tree.","Task","Backlog","High","dev_ai@project.com","pm@project.com","",12.7,"ai,behavior-tree,architecture","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-001-002","","","C#,AI"
"TASK-018-002","Implement AI Configuration Loader","Create a service that reads the `ai_config.json` file at runtime. This service will parse the parameters for each difficulty level and provide them to the AI agent on initialization.","Task","Backlog","High","dev_ai@project.com","pm@project.com","",6.3,"ai,json,config","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-018-001","","","C#,JSON,AI"
"TASK-018-003","Implement Basic AI Turn Executor","Create an `AIAgent` class that can execute a full turn. For this initial version, it will simply perform mandatory actions: get out of jail if forced, roll the dice, and handle the landing space action (e.g., automatically buy affordable properties). No complex strategy.","Task","Backlog","Medium","dev_ai@project.com","pm@project.com","",8.3,"ai,core-loop","Sprint 4","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-018-001,TASK-012-001","","","C#,AI"
"US-041","Respond to a trade offer from an AI opponent","As a human player, I want to be presented with a clear, interactive dialog when an AI opponent proposes a trade, showing exactly what is being offered and requested, so that I can evaluate the strategic value of the deal and make an informed decision to either accept or decline it.","Story","Backlog","Critical","dev_ui@project.com","pm@project.com","",8.3,"ui,trading,ai","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-053,US-040,US-032","","",
"TASK-027-005","Implement AI Trade Proposal Dialog","When the game receives a trade offer event from an AI, it should pause and display the two-panel trade UI. The UI must be pre-populated with the AI's offer and present the human player with 'Accept', 'Decline', and 'Propose Counter-Offer' buttons.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,modal,trading","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-041","TASK-027-001","","","Unity,C#"
"US-042","Propose a counter-offer to an AI's trade proposal","As a strategic player negotiating with an AI, I want to respond to their trade proposal with a modified counter-offer, so that I can fine-tune the deal to better suit my strategic goals instead of being limited to a simple accept or decline.","Story","Backlog","Medium","dev_ui@project.com","pm@project.com","",8.3,"ui,trading,ai","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-041,US-053","","",
"TASK-027-006","Implement Counter-Offer Flow Logic","Wire up the 'Propose Counter-Offer' button. When clicked, the UI should transition from the 'Accept/Decline' state to the editable 'Propose/Cancel' state, allowing the user to modify the pre-populated offer and submit it back to the AI.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,trading,interaction","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-042","TASK-027-005","","","Unity,C#"
"TASK-019-001","Develop AI Property Valuation Model","Create a service that the AI can use to determine the value of any given property. The valuation should be more sophisticated than the list price, taking into account its potential to form a monopoly for the AI or for an opponent.","Task","Backlog","High","dev_ai@project.com","pm@project.com","",8.3,"ai,strategy,economy","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-018-001","","","C#,AI"
"TASK-019-002","Develop AI Trade Evaluation Logic","Create the core Behavior Tree nodes for evaluating a trade offer. This logic must use the valuation model to compare the value of assets offered vs. assets requested and make a decision based on its difficulty setting (e.g., 'Easy' AI accepts bad trades).","Task","Backlog","High","dev_ai@project.com","pm@project.com","",17,"ai,strategy,trading","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-019-001","","","C#,AI,Behavior Tree"
"TASK-019-003","Develop AI Property Purchase/Auction Strategy","Create BT nodes for deciding whether to buy a property outright or how high to bid in an auction. The logic should be influenced by the AI's cash, the property's value (from the valuation model), and its difficulty level.","Task","Backlog","High","dev_ai@project.com","pm@project.com","",8.3,"ai,strategy,auction","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-019-001","","","C#,AI,Behavior Tree"
"TASK-019-004","Develop AI Building Strategy","Create BT nodes for deciding when and where to build houses/hotels. The 'Hard' AI should prioritize building on high-value monopolies and potentially try to create a housing shortage.","Task","Backlog","High","dev_ai@project.com","pm@project.com","",12.7,"ai,strategy,building","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-019-001","","","C#,AI,Behavior Tree"
"TASK-019-005","Develop AI Mortgage Strategy","Create BT nodes for deciding when to mortgage properties to raise cash. A 'Hard' AI should mortgage low-value properties first, while an 'Easy' AI might make suboptimal choices.","Task","Backlog","Medium","dev_ai@project.com","pm@project.com","",8.3,"ai,strategy,mortgage","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-010","TASK-019-001","","","C#,AI,Behavior Tree"
"US-043","Receive a non-intrusive notification when AI players trade with each other","As a human player, I want to see a non-intrusive notification when a trade is completed between two AI opponents, so that I can maintain situational awareness of the game's strategic landscape and make more informed decisions.","Story","Backlog","Medium","dev_ui@project.com","pm@project.com","",7.2,"ui,notification,ai","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-040,US-010","","",
"TASK-020-001","Implement AI-to-AI Trade Notification UI","Create a non-intrusive 'toast' notification UI prefab. It should have a simple layout to display text and should animate in and out of the screen without pausing the game.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",4.2,"ui,notification","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-043","TASK-001-002","","","Unity,C#"
"TASK-020-002","Implement Trade Completed Event Listener","The `HUDController` or a dedicated `NotificationManager` must subscribe to a `TradeCompleted` event. When an event between two AI players is received, it should trigger the toast notification with a formatted summary of the trade.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",3,"ui,event-handling","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-043","TASK-020-001","","","Unity,C#"
"US-037","Participate in an auction for the last available buildings","As a strategic player, I want to participate in an auction for the last available houses or hotels when there's a building shortage, so that I have a fair, rule-compliant chance to acquire these critical assets and gain a competitive advantage.","Story","Backlog","Medium","dev_lead@project.com","pm@project.com","",17,"core-rules,auction,building","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-033,US-034,US-036","","",
"TASK-015-010","Implement Building Shortage Auction Logic","When a build request is made and a building shortage is detected, the `BuildingService` must trigger a special building auction instead of a direct sale. This requires creating a new auction flow, similar to the property auction, but for individual buildings. The AI must be able to participate.","Task","Backlog","High","dev_lead@project.com","pm@project.com","",17,"core-rules,auction,building","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","This is a high-complexity task involving rules, UI, and AI.","US-037","TASK-015-009,TASK-015-004,TASK-019-004","","","C#,AI,Unity"
"TASK-010-004","Create Curated Test Save Game Files","Develop a suite of predefined save game files (.json) as test assets. These files must set up specific scenarios for testing edge cases like a player near bankruptcy, a housing shortage, and complex property ownership, as per REQ-1-027.","Task","Backlog","Medium","qa@project.com","pm@project.com","",8.3,"testing,test-data","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-001","US-061","","","JSON"
"US-047","See a game-over screen when I go bankrupt","As a human player, I want to be shown a clear 'Game Over' screen immediately after I am declared bankrupt, so that I understand I have lost the game and am no longer an active participant.","Story","Backlog","Critical","dev_lead@project.com","pm@project.com","",52.5,"game-loop,win-loss,bankruptcy","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-045,US-038,US-048","","",
"US-046","See a victory screen when I am the last player remaining","As a human player who has won the game, I want to be presented with a distinct and celebratory victory screen, so that my achievement is acknowledged and I feel a sense of accomplishment, encouraging me to play again.","Story","Backlog","Critical","dev_ui@project.com","pm@project.com","","game-loop,win-loss,ui","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","Shares tasks with US-047","EPIC-001","US-011,US-047,US-048,US-064,US-066","","",
"US-048","View a detailed game summary screen after a match ends","As a Human Player who has just completed a game, I want to be shown a detailed game summary screen so that I can review the performance of all players, understand the final outcome, and feel a sense of closure for the match.","Story","Backlog","Critical","dev_ui@project.com","pm@project.com","","game-loop,ui,statistics","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","Shares tasks with US-047","EPIC-001","US-046,US-047,US-013","","",
"TASK-017-001","Implement Bankruptcy Rule Engine","Create a `BankruptcyService` that can determine if a player can cover a debt. It must calculate the total liquidatable assets (cash + half value of buildings + mortgage value of properties). If total assets are less than the debt, the player is bankrupt.","Task","Backlog","High","dev_core@project.com","pm@project.com","",12.7,"core-rules,bankruptcy,economy","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-047","TASK-013-004,TASK-015-011","","","C#"
"TASK-017-002","Implement Asset Transfer Logic (Player to Player)","When a player is bankrupted by another player, implement the logic to transfer all their assets (cash, properties, GOJF cards) to the creditor player. Mortgaged properties must be transferred in their mortgaged state.","Task","Backlog","High","dev_core@project.com","pm@project.com","",8.3,"core-rules,bankruptcy,transaction","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-047","TASK-017-001","","","C#"
"TASK-017-003","Implement Asset Transfer Logic (Player to Bank)","When a player is bankrupted by the Bank, implement the logic to return all their properties to the Bank. Immediately after, these properties must be auctioned off one by one to the remaining players.","Task","Backlog","High","dev_core@project.com","pm@project.com","",6.3,"core-rules,bankruptcy,auction","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-047","TASK-017-001,TASK-015-004","","","C#"
"TASK-017-004","Implement Win/Loss Condition Check","In the `TurnManager`, after any bankruptcy event, check the number of non-bankrupt players remaining. If the count is 1, trigger the game-end sequence. If the remaining player is human, trigger a win; otherwise, continue until an AI wins.","Task","Backlog","High","dev_lead@project.com","pm@project.com","",4.2,"game-loop,win-loss","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-046","TASK-017-001","","","C#"
"TASK-017-005","Implement High-Speed AI Simulation Mode","When the human player loses, the `TurnManager` must enter a high-speed simulation mode. This mode should execute AI turns instantly by processing only the game logic and skipping all animations and delays until a single AI winner is determined.","Task","Backlog","High","dev_lead@project.com","pm@project.com","",12.7,"game-loop,ai,simulation","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-047","TASK-017-004,TASK-018-003","","","C#,AI"
"TASK-017-006","Implement Game Over and Victory Screen UI","Create the UI screens for the win and lose conditions. The Victory screen should be celebratory and show key stats. The Game Over screen should be more subdued and guide the user to the game summary.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,win-loss","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-046","TASK-029-001","","","Unity,C#"
"TASK-017-007","Implement Game Summary Screen UI","Create the final game summary screen. It must dynamically create a panel for each player (2-4) and display their final stats, clearly highlighting the winner and the human player's rank. Include a 'Return to Main Menu' button.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,statistics","Sprint 5","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-048","TASK-017-006","","","Unity,C#"
"TASK-030-007","Implement Save Game UI Screen","Create the 'Save Game' UI screen, accessible from the pause menu. It should display 5 slots. For each existing save file, it must read the file's metadata (player name, timestamp) and display it. Empty slots should be marked as such. Implement the overwrite confirmation dialog.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,save-load","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-061","TASK-030-001","","","Unity,C#"
"TASK-007-005","Implement Load Game UI Screen","Create the 'Load Game' screen, accessible from the main menu. It should display the 5 save slots, showing metadata for valid saves and 'Empty' for unused slots. It will be updated later to show corrupted/incompatible states.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,save-load","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-062","TASK-024-001","","","Unity,C#"
"TASK-007-006","Update Load Game UI for Invalid States","Modify the 'Load Game' screen and its controller to handle the 'Corrupted' and 'Incompatible' statuses returned by the validation service. The UI must display the correct label, apply a visual distinction (e.g., grey out), and disable the 'Load' button for these slots.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",4.2,"ui,save-load,error-handling","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-063","TASK-007-005,TASK-007-004","","","Unity,C#"
"TASK-006-005","Implement Statistics Aggregation Logic","At the end of a game, create logic that takes the final `GameState` and updates the persistent `PlayerStatistic` record in the database. This includes incrementing `totalGamesPlayed`, `totalWins` (if applicable), and updating averages and other aggregate metrics. This must be a transactional database operation.","Task","Backlog","High","dev_core@project.com","pm@project.com","",8.3,"database,sqlite,statistics","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-013","TASK-006-001,TASK-017-004","","","C#,SQL"
"TASK-006-006","Implement Player Statistics UI Screen","Create the UI screen to display historical statistics. The screen controller must fetch the `PlayerStatistic` data from the repository for the current profile and populate the text fields on screen. Handle the case where no stats exist yet.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",6.3,"ui,statistics","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-013","TASK-006-005","","","Unity,C#"
"US-064","View a list of my top 10 victories","As a competitive player who tracks my performance, I want to access a Top 10 High Score screen from the main menu, so that I can review my most successful victories, see how I'm improving, and be motivated to beat my own records.","Story","Backlog","Medium","dev_core@project.com","pm@project.com","",12.6,"statistics,database,ui","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-011,US-046,US-048","","",
"TASK-006-007","Implement High Score Update and Query Logic","At the end of a winning game, implement logic to check if the player's final net worth qualifies for the top 10. If so, insert the new record and delete the 11th record. Create a repository method to query the top 10 scores, correctly sorted by net worth then turns.","Task","Backlog","High","dev_core@project.com","pm@project.com","",6.3,"database,sqlite,high-score","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-064","TASK-006-001,TASK-017-004","","","C#,SQL"
"TASK-006-008","Implement High Score UI Screen","Create the UI screen for the Top Scores list. It must feature a table or scrollable list that displays the top 10 entries fetched from the database, formatted for readability. Handle the case where no scores exist.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",6.3,"ui,high-score","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-064","TASK-006-007","","","Unity,C#"
"US-065","Export my top score history to a text file","As a competitive player who tracks my performance, I want to export my Top 10 High Scores list to a simple, human-readable text file, so that I can easily share my achievements with friends or keep a personal record of my best games outside of the application.","Story","Backlog","Low","dev_core@project.com","pm@project.com","",4.2,"export,high-score","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-064","","",
"TASK-006-009","Implement High Score Export Logic","On the High Score UI, add an 'Export' button. Its handler should fetch the top 10 scores, format them into a human-readable string, open a native Windows 'Save File' dialog, and write the string to the user-selected text file.","Task","Backlog","Medium","dev_core@project.com","pm@project.com","",4.2,"export,high-score,filesystem","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-065","TASK-006-008","","","C#"
"US-055","Adjust the game speed to make animations faster or instant","As an experienced player, I want to change the game speed setting so that I can reduce waiting times for animations and AI decisions, allowing for a faster-paced game.","Story","Backlog","Medium","dev_lead@project.com","pm@project.com","",11.5,"settings,ux","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-054,US-061,US-062","","",
"TASK-030-008","Implement Game Speed Controller","Create a central `GameSpeedController` service that manages animation speed multipliers and AI thinking delays. All animations (dice, token movement) and AI delays must be refactored to query this service for their duration. Implement the auction override logic.","Task","Backlog","High","dev_lead@project.com","pm@project.com","",8.3,"architecture,settings","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-055","TASK-022-005,TASK-018-003","","","C#"
"TASK-030-009","Implement Game Speed UI Controls","In the settings menu, add a control (e.g., radio buttons) for selecting the game speed ('Normal', 'Fast', 'Instant'). This control should update the `GameSpeedController` and have its state persisted via the settings persistence service.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",3.2,"ui,settings","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-055","TASK-030-001,TASK-030-006","","","Unity,C#"
"US-057","Reset all my historical statistics and high scores","As a Data-Conscious Player, I want an option in the settings menu to permanently delete all my historical gameplay statistics and high scores after a confirmation prompt, so that I can have a clean slate and start tracking my performance from scratch.","Story","Backlog","Low","dev_core@project.com","pm@project.com","",7.2,"settings,data-management","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-013,US-064,US-054","","",
"US-058","Provide a bulk deletion option for all saved games via the settings menu","As a user who wants to manage my game data, I want an option in the settings menu to delete all my saved games at once, with a confirmation step, so that I can easily clear out old progress and start fresh without having to manually find and delete files on my computer.","Story","Backlog","Low","dev_core@project.com","pm@project.com","","settings,data-management","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","Shares tasks with US-057","EPIC-001","US-054,US-061","","",
"TASK-030-010","Implement Data Management Buttons and Confirmation UI","In the settings menu, add buttons for 'Reset Statistics' and 'Delete Saved Games'. Implement a generic confirmation dialog that can be triggered by these buttons, warning the user of the permanent, destructive action.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",3,"ui,settings,data-management","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-057","TASK-030-001","","","Unity,C#"
"TASK-030-011","Implement Reset Statistics Logic","Create a method in the `StatisticsRepository` to delete all records from the `PlayerStatistic` and `TopScore` tables for the current profile. This must be a single, atomic transaction. Wire this method to the confirmation dialog.","Task","Backlog","Medium","dev_core@project.com","pm@project.com","",4.2,"database,sqlite,data-management","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-057","TASK-006-001","","","C#,SQL"
"TASK-030-012","Implement Delete All Saves Logic","Create a method in a file management service that iterates through all files in the `.../saves` directory and deletes them. Wrap this in error handling. Wire this method to the confirmation dialog.","Task","Backlog","Medium","dev_core@project.com","pm@project.com","",3.2,"filesystem,data-management","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-058","TASK-007-001","","","C#"
"US-066","Change the game's visual and audio theme","As a player, I want to select and apply different visual and audio themes for the game, so that I can customize my experience and keep the game feeling fresh and engaging over multiple playthroughs.","Story","Backlog","Medium","dev_lead@project.com","pm@project.com","",61,"theming,ui,audio,vfx","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-054","","",
"TASK-023-001","Implement Theme Manager Service","Create a `ThemeManager` service that is responsible for tracking the current theme and handling the switch. It will hold references to all themeable components in the game.","Task","Backlog","High","dev_lead@project.com","pm@project.com","",12.7,"architecture,theming","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-066","TASK-001-002","","","C#"
"TASK-023-002","Integrate Addressable Asset System for Theme Assets","Set up the Unity Addressables system. Organize all theme-specific assets (UI sprites, board textures, token prefabs, audio clips) into labeled groups so they can be loaded dynamically by the `ThemeManager`.","Task","Backlog","High","dev_lead@project.com","pm@project.com","",8.3,"unity,addressables,theming","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-066","TASK-023-001","","","Unity"
"TASK-023-003","Implement Theme Selection UI in Settings","In the settings menu, create a UI for selecting a theme. It should display a preview image and name for each available theme and allow the user to apply their selection.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",6.3,"ui,settings,theming","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-066","TASK-030-001","","","Unity,C#"
"TASK-023-004","Refactor UI Systems for Theming","Refactor UI components (buttons, panels, HUD) to no longer use hard-coded asset references. Instead, they must request their sprites and fonts from the `ThemeManager` based on the active theme.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",12.7,"ui,theming,refactoring","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-066","TASK-023-001,US-049","","","Unity,C#"
"TASK-023-005","Refactor Board and Token Rendering for Theming","Refactor the board and token instantiation logic. The `BoardManager` must request the appropriate 3D models and materials from the `ThemeManager` at the start of the game and when a theme is switched.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",12.7,"3d,theming,refactoring","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-066","TASK-023-001,US-014","","","Unity,C#"
"TASK-023-006","Refactor Audio System for Theming","Refactor the `AudioManager`. Instead of holding direct references to audio clips, it must request them from the `ThemeManager`. This applies to both background music and sound effects.","Task","Backlog","Medium","dev_core@project.com","pm@project.com","",8.3,"audio,theming,refactoring","Sprint 6","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-066","TASK-023-001,TASK-030-004","","","Unity,C#"
"US-059","Start an optional interactive tutorial to learn the game","As a new player, I want to start an optional, interactive tutorial so that I can learn the basic rules and game controls in a guided, hands-on environment before playing a full game.","Story","Backlog","Medium","dev_lead@project.com","pm@project.com","",38,"tutorial,onboarding,ux","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-008,US-015,US-016,US-030,US-044,US-049","","",
"TASK-031-001","Implement Tutorial Scripting Engine","Design and build a data-driven tutorial engine. It should be able to read a sequence of steps from a script file (e.g., JSON). Each step defines what to wait for (e.g., a button click), which UI element to highlight, and what scripted game event to trigger next.","Task","Backlog","High","dev_lead@project.com","pm@project.com","",17,"architecture,tutorial","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-059","TASK-012-001","","","C#"
"TASK-031-002","Implement UI Highlighting and Input Blocking System","Create a system that can draw a highlight (e.g., a glowing outline) around a specific UI element and block all input except to that element. This is the core mechanism for guiding the user through the tutorial.","Task","Backlog","High","dev_ui@project.com","pm@project.com","",8.3,"ui,tutorial,ux","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-059","TASK-031-001","","","Unity,C#"
"TASK-031-003","Create and Implement Tutorial Script Content","Write the actual tutorial script as a data file. The script must cover the fundamental actions: rolling dice, moving, buying property, and receiving rent. This involves defining the sequence of events and writing the instructional text for each step.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",12.7,"tutorial,content","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-059","TASK-031-001","","","JSON"
"US-060","Access and search a digital rulebook from game menus","As a player, I want to open a searchable digital rulebook from both the main menu and the in-game pause menu so that I can quickly find and clarify specific game rules without leaving the application.","Story","Backlog","Medium","dev_ui@project.com","pm@project.com","",18.8,"ui,rulebook,ux","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","US-054,US-008","","",
"TASK-032-001","Implement Rulebook UI","Create a modal UI for the rulebook. It should feature a search bar at the top and a scrollable text area for the content. The layout must be clean and optimized for reading.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",8.3,"ui,rulebook","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-060","TASK-029-001","","","Unity,C#"
"TASK-032-002","Implement Rulebook Data Loader","Write logic to load the rulebook content from an external structured JSON file. The JSON should define sections, rules, and sub-rules, which the loader will parse into a data structure for the UI to display.","Task","Backlog","Medium","dev_core@project.com","pm@project.com","",4.2,"json,data-loading,rulebook","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-060","TASK-032-001","","","C#,JSON"
"TASK-032-003","Implement Rulebook Search Functionality","Implement the logic for the search bar. As the user types, it should filter the displayed rules in real-time, showing only those sections/rules that contain the search term. The search term should be highlighted in the results.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",6.3,"ui,search,rulebook","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-060","TASK-032-001,TASK-032-002","","","Unity,C#"
"US-067","Be notified of available game updates on startup","As a Game Player, I want to be notified in a non-intrusive way when a new version of the game is available upon startup, so that I can easily access the latest features, bug fixes, and improvements without having to manually check for updates.","Story","Backlog","Low","dev_ui@project.com","pm@project.com","",8.4,"networking,ui,main-menu","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","","","",
"TASK-001-004","Implement Update Checker Service","Implement a basic, non-blocking service that, on startup, makes an asynchronous web request to a defined URL to check for updates. It will handle success and silent failure cases.","Task","Backlog","Medium","dev_core@project.com","pm@project.com","",4.2,"networking,startup,backend","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","This task was initially a stub, this makes it production-ready.","US-067","TASK-001-002","","","C#,.NET,async"
"TASK-028-001","Implement Update Notification UI","Create the non-intrusive UI element on the main menu to display when an update is available. This UI must contain a clickable link or button that opens the game's download URL in the user's default web browser.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",4.2,"ui,main-menu,notification","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","US-067","TASK-024-001,TASK-001-004","","","Unity,C#"
"US-068","View the game's data privacy statement","As a privacy-conscious user, I want to access and read a clear data privacy statement from the main menu, so that I can understand what data the game collects, how it is stored, and confirm that it operates entirely offline, which builds my trust in the application.","Story","Backlog","Medium","dev_ui@project.com","pm@project.com","",3.2,"ui,main-menu,legal","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","","EPIC-001","","","",
"TASK-001-005","Implement Data Privacy Statement UI and Loader","Create a simple UI panel with a scrollable text area to display the privacy policy. Implement logic to load the policy text from an external resource file (e.g., a .txt file in Resources) and populate the text area.","Task","Backlog","Medium","dev_ui@project.com","pm@project.com","",3.2,"ui,main-menu","Sprint 7","Technical Foundation & Project Setup","Monopoly Tycoon","","This task was initially a stub, this finalizes it with content.","US-068","TASK-024-001","","","Unity,C#"
